Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
23,144,21.4115,F,2,0,N/A,STIPostImmigrating,0,62,12,0,1,MARITAL,NORMAL,194,2,2
23,82,41.422,F,2,0,N/A,STIPostImmigrating,0,23,8,0,1,MARITAL,MIGRATING,4,0,2
23,346,32.3651,F,2,0,N/A,STIPostImmigrating,0,38,7,0,1,MARITAL,NORMAL,280,2,2
23,4,44.5963,M,2,0,N/A,STIPostImmigrating,0,23,8,0,1,MARITAL,NORMAL,82,2,2
24,184,53.3593,F,2,1,local,STIPreEmigrating,0,36,16,0,1,MARITAL,MIGRATING,250,2,2
24,250,58.4736,M,2,1,local,STIPreEmigrating,0,36,16,0,1,MARITAL,MIGRATING,184,2,0
24,250,58.4736,M,1,0,N/A,STIPostImmigrating,0,36,16,0,1,MARITAL,MIGRATING,184,1,0
24,184,53.3593,F,1,0,N/A,STIPostImmigrating,0,36,16,0,1,MARITAL,NORMAL,250,1,1
25,3,30.5841,F,2,1,local,STIPreEmigrating,0,43,7,0,1,MARITAL,MIGRATING,347,2,2
25,347,47.3693,M,2,1,local,STIPreEmigrating,0,43,7,0,1,MARITAL,MIGRATING,3,2,0
25,102,33.1803,M,2,1,local,STIPreEmigrating,0,32,10,0,1,MARITAL,MIGRATING,264,2,2
25,264,30.608,F,2,1,local,STIPreEmigrating,0,32,10,0,1,MARITAL,MIGRATING,102,0,2
25,264,30.608,F,1,0,N/A,STIPostImmigrating,0,32,10,0,1,MARITAL,MIGRATING,102,0,1
25,102,33.1803,M,1,0,N/A,STIPostImmigrating,0,32,10,0,1,MARITAL,NORMAL,264,1,1
25,347,47.3693,M,1,0,N/A,STIPostImmigrating,0,43,7,0,1,MARITAL,MIGRATING,3,1,0
25,3,30.5841,F,1,0,N/A,STIPostImmigrating,0,43,7,0,1,MARITAL,NORMAL,347,1,1
29,80,55.8422,F,2,1,local,STIPreEmigrating,0,67,7,0,1,MARITAL,MIGRATING,215,2,2
29,215,51.0084,M,2,1,local,STIPreEmigrating,0,67,7,0,1,MARITAL,MIGRATING,80,2,0
29,123,47.0153,M,1,2,local,STIPreEmigrating,0,10,15,0,1,MARITAL,MIGRATING,237,1,1
29,237,47.3427,F,1,2,local,STIPreEmigrating,0,10,15,0,1,MARITAL,MIGRATING,123,0,1
29,237,47.3427,F,2,0,N/A,STIPostImmigrating,0,10,15,0,1,MARITAL,MIGRATING,123,0,2
29,123,47.0153,M,2,0,N/A,STIPostImmigrating,0,10,15,0,1,MARITAL,NORMAL,237,2,2
29,215,51.0084,M,1,0,N/A,STIPostImmigrating,0,67,7,0,1,MARITAL,MIGRATING,80,1,0
29,80,55.8422,F,1,0,N/A,STIPostImmigrating,0,67,7,0,1,MARITAL,NORMAL,215,1,1
30,13,36.6704,M,2,1,local,STIPreEmigrating,0,3,7,0,1,MARITAL,MIGRATING,277,2,2
30,277,23.185,F,2,1,local,STIPreEmigrating,0,3,7,0,1,MARITAL,MIGRATING,13,0,2
30,263,42.331,F,1,2,local,STIPreEmigrating,0,15,8,0,1,MARITAL,MIGRATING,221,1,1
30,96,39.391,M,1,2,local,STIPreEmigrating,0,31,14,0,1,MARITAL,MIGRATING,178,1,1
30,178,41.1969,F,1,2,local,STIPreEmigrating,0,31,14,0,1,MARITAL,MIGRATING,96,0,1
30,221,56.3973,M,1,2,local,STIPreEmigrating,0,15,8,0,1,MARITAL,MIGRATING,263,1,0
30,221,56.3973,M,2,0,N/A,STIPostImmigrating,0,15,8,0,1,MARITAL,MIGRATING,263,2,0
30,178,41.1969,F,2,0,N/A,STIPostImmigrating,0,31,14,0,1,MARITAL,MIGRATING,96,0,2
30,96,39.391,M,2,0,N/A,STIPostImmigrating,0,31,14,0,1,MARITAL,NORMAL,178,2,2
30,263,42.331,F,2,0,N/A,STIPostImmigrating,0,15,8,0,1,MARITAL,NORMAL,221,2,2
30,277,23.185,F,1,0,N/A,STIPostImmigrating,0,3,7,0,1,MARITAL,MIGRATING,13,0,1
30,13,36.6704,M,1,0,N/A,STIPostImmigrating,0,3,7,0,1,MARITAL,NORMAL,277,1,1
31,117,42.904,M,2,1,local,STIPreEmigrating,0,9,16,0,1,MARITAL,MIGRATING,195,2,2
31,195,31.1995,F,2,1,local,STIPreEmigrating,0,9,16,0,1,MARITAL,MIGRATING,117,0,2
31,195,31.1995,F,1,0,N/A,STIPostImmigrating,0,9,16,0,1,MARITAL,MIGRATING,117,0,1
31,117,42.904,M,1,0,N/A,STIPostImmigrating,0,9,16,0,1,MARITAL,NORMAL,195,1,1
32,81,40.4762,F,1,2,local,STIPreEmigrating,0,8,8,0,1,MARITAL,MIGRATING,103,1,1
32,18,40.2349,F,1,2,local,STIPreEmigrating,0,55,11,0,1,MARITAL,MIGRATING,234,1,1
32,103,42.4458,M,1,2,local,STIPreEmigrating,0,8,8,0,1,MARITAL,MIGRATING,81,1,0
32,234,34.445,M,1,2,local,STIPreEmigrating,0,55,11,0,1,MARITAL,MIGRATING,18,1,0
32,321,29.8838,F,1,2,local,STIPreEmigrating,0,41,10,0,1,MARITAL,MIGRATING,251,1,1
32,251,39.9741,M,1,2,local,STIPreEmigrating,0,41,10,0,1,MARITAL,MIGRATING,321,1,0
32,251,39.9741,M,2,0,N/A,STIPostImmigrating,0,41,10,0,1,MARITAL,MIGRATING,321,2,0
32,321,29.8838,F,2,0,N/A,STIPostImmigrating,0,41,10,0,1,MARITAL,NORMAL,251,2,2
32,234,34.445,M,2,0,N/A,STIPostImmigrating,0,55,11,0,1,MARITAL,MIGRATING,18,2,0
32,103,42.4458,M,2,0,N/A,STIPostImmigrating,0,8,8,0,1,MARITAL,MIGRATING,81,2,0
32,18,40.2349,F,2,0,N/A,STIPostImmigrating,0,55,11,0,1,MARITAL,NORMAL,234,2,2
32,81,40.4762,F,2,0,N/A,STIPostImmigrating,0,8,8,0,1,MARITAL,NORMAL,103,2,2
33,167,27.8673,F,1,2,local,STIPreEmigrating,0,59,6,0,1,MARITAL,MIGRATING,317,1,1
33,317,35.1716,M,1,2,local,STIPreEmigrating,0,59,6,0,1,MARITAL,MIGRATING,167,1,0
33,317,35.1716,M,2,0,N/A,STIPostImmigrating,0,59,6,0,1,MARITAL,MIGRATING,167,2,0
33,167,27.8673,F,2,0,N/A,STIPostImmigrating,0,59,6,0,1,MARITAL,NORMAL,317,2,2
35,42,83.2601,M,1,2,local,STIPreEmigrating,0,60,10,0,1,MARITAL,MIGRATING,72,1,1
35,13,36.6841,M,1,2,local,STIPreEmigrating,0,3,7,0,1,MARITAL,MIGRATING,277,1,1
35,72,65.9387,F,1,2,local,STIPreEmigrating,0,60,10,0,1,MARITAL,MIGRATING,42,0,1
35,277,23.1987,F,1,2,local,STIPreEmigrating,0,3,7,0,1,MARITAL,MIGRATING,13,0,1
35,277,23.1987,F,2,0,N/A,STIPostImmigrating,0,3,7,0,1,MARITAL,MIGRATING,13,0,2
35,72,65.9387,F,2,0,N/A,STIPostImmigrating,0,60,10,0,1,MARITAL,MIGRATING,42,0,2
35,13,36.6841,M,2,0,N/A,STIPostImmigrating,0,3,7,0,1,MARITAL,NORMAL,277,2,2
35,42,83.2601,M,2,0,N/A,STIPostImmigrating,0,60,10,0,1,MARITAL,NORMAL,72,2,2
36,87,27.747,M,2,1,local,STIPreEmigrating,0,70,11,0,1,MARITAL,MIGRATING,177,2,2
36,177,14.9816,F,2,1,local,STIPreEmigrating,0,70,11,0,1,MARITAL,MIGRATING,87,0,2
36,177,14.9816,F,1,0,N/A,STIPostImmigrating,0,70,11,0,1,MARITAL,MIGRATING,87,0,1
36,87,27.747,M,1,0,N/A,STIPostImmigrating,0,70,11,0,1,MARITAL,NORMAL,177,1,1
37,80,55.8641,F,1,2,local,STIPreEmigrating,0,67,8,0,1,MARITAL,MIGRATING,215,1,1
37,215,51.0303,M,1,2,local,STIPreEmigrating,0,67,8,0,1,MARITAL,MIGRATING,80,1,0
