Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
1346,1,91.25,124.515,152.083,0,3642,1373,24.6845,32.2517,BROKEUP
1367,1,91.25,124.66,152.083,0,4421,2026,19.0158,26.956,BROKEUP
1431,1,91.25,148.726,152.083,0,6501,4044,47.7676,37.1055,BROKEUP
1434,1,91.25,143.593,152.083,0,6710,4168,45.1544,37.0551,BROKEUP
1485,1,91.25,141.54,152.083,0,8715,6449,32.6687,19.2717,BROKEUP
1495,1,91.25,124.807,152.083,0,9041,6733,54.4108,46.2052,BROKEUP
1510,1,91.25,149.376,152.083,0,9391,7471,22.1039,39.3929,BROKEUP
1512,1,91.25,151.209,152.083,0,9414,7500,40.8554,40.3757,BROKEUP
1689,1,121.667,131.243,152.083,0,124,8405,24.0313,31.084,BROKEUP
1696,1,121.667,145.781,152.083,0,448,8564,52.112,32.2732,BROKEUP
1734,1,121.667,148.198,152.083,0,1657,281,16.6287,46.71,BROKEUP
1739,1,121.667,131.019,152.083,0,1734,638,29.2074,42.4957,BROKEUP
1757,1,121.667,122.18,152.083,0,2483,1071,27.6043,17.3821,BROKEUP
1773,1,121.667,144.981,152.083,0,3106,1722,22.5363,16.7112,BROKEUP
1776,1,121.667,145.03,152.083,0,3193,1884,48.2727,53.6566,BROKEUP
1798,1,121.667,141.424,152.083,0,4178,2534,53.3718,38.1392,BROKEUP
1808,1,121.667,149.881,152.083,0,4718,2871,47.7098,40.1253,BROKEUP
1841,1,121.667,125.513,152.083,0,6238,3735,37.2443,41.3661,BROKEUP
1848,1,121.667,135.645,152.083,0,6587,4055,31.5214,44.3401,BROKEUP
1897,1,121.667,150.626,152.083,0,9162,6215,20.1862,21.9227,BROKEUP
1898,1,121.667,141.36,152.083,0,9205,6440,19.2416,38.702,BROKEUP
1910,1,121.667,145.159,152.083,0,9687,6691,49.3013,50.4747,BROKEUP
1555,1,91.25,404.911,152.083,1,7592,1724,37.4053,55.0502,SELF_DIED
2052,1,121.667,9350.56,152.083,2,2684,1724,43.8076,55.0502,SELF_DIED
513,1,30.4167,1072.53,152.083,0,2794,1728,50.101,55.0733,SELF_DIED
722,1,30.4167,1781.02,152.083,1,50,1728,25.4958,55.0733,SELF_DIED
1790,1,121.667,186.321,152.083,0,3866,2313,27.9793,55.0703,SELF_DIED
1949,1,121.667,482.51,152.083,1,7317,1930,55.0177,50.5973,SELF_DIED
2369,1,152.083,509.151,152.083,1,7317,3999,55.0177,44.9274,SELF_DIED
394,1,0,467.168,152.083,1,7584,8794,55.0697,21.2969,SELF_DIED
395,1,0,833.57,152.083,1,7584,8836,55.0697,17.4572,SELF_DIED
2300,1,152.083,501.721,152.083,0,8714,5789,55.0729,29.785,SELF_DIED
867,1,60.8333,761.554,152.083,0,595,9309,43.4887,55.0204,SELF_DIED
1229,1,60.8333,1014.41,152.083,1,5633,9309,47.9712,55.0204,SELF_DIED
1308,1,91.25,172.395,152.083,0,2373,9974,24.4979,55.0293,SELF_DIED
15,1,0,154.886,182.5,0,631,640,33.7533,54.9292,BROKEUP
39,1,0,174.057,182.5,0,1686,1223,34.6592,33.5926,BROKEUP
45,1,0,178.969,182.5,0,1906,1348,28.3631,53.4342,BROKEUP
