Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
6778,10,43.6265,M,1,2,local,STIPreEmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,1,1
6778,10,43.6265,M,2,0,N/A,STIPostImmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,2,1
6778,60,32.5285,F,2,0,N/A,STIPostImmigrating,0,156,109,0,1,INFORMAL,PAUSED,59,3,2
6779,41,35.6825,M,4,2,local,STIPreEmigrating,0,174,22,0,1,INFORMAL,PAUSED,32,4,0
6779,23,42.9872,F,2,3,local,STIPreEmigrating,0,168,4,0,1,INFORMAL,PAUSED,55,0,2
6779,23,42.9872,F,3,0,N/A,STIPostImmigrating,0,168,4,0,1,INFORMAL,NORMAL,55,3,3
6779,41,35.6825,M,2,0,N/A,STIPostImmigrating,0,174,22,0,1,INFORMAL,PAUSED,32,2,0
6781,37,56.3257,F,4,2,local,STIPreEmigrating,0,159,70,0,1,INFORMAL,PAUSED,52,4,4
6781,31,48.3354,F,2,1,local,STIPreEmigrating,0,176,3,0,0,INFORMAL,PAUSED,68,0,2
6781,31,48.3354,F,1,0,N/A,STIPostImmigrating,0,176,3,0,1,INFORMAL,NORMAL,68,1,1
6781,37,56.3257,F,2,0,N/A,STIPostImmigrating,0,159,70,0,1,INFORMAL,PAUSED,52,4,2
6782,83,16.6932,F,2,1,local,STIPreEmigrating,0,177,26,0,0,INFORMAL,PAUSED,80,2,2
6782,83,16.6932,F,1,0,N/A,STIPostImmigrating,0,177,26,0,1,INFORMAL,PAUSED,80,2,1
6787,58,46.3285,F,2,1,local,STIPreEmigrating,0,180,1,0,0,INFORMAL,PAUSED,39,2,2
6787,43,28.71,F,1,2,local,STIPreEmigrating,0,158,88,0,1,INFORMAL,PAUSED,10,0,1
6787,43,28.71,F,2,0,N/A,STIPostImmigrating,0,158,88,0,1,INFORMAL,NORMAL,10,2,2
6787,58,46.3285,F,1,0,N/A,STIPostImmigrating,0,180,1,0,1,INFORMAL,PAUSED,39,2,1
6792,70,17.8575,F,1,3,local,STIPreEmigrating,0,175,14,0,1,INFORMAL,PAUSED,76,0,1
6792,70,17.8575,F,3,0,N/A,STIPostImmigrating,0,175,14,0,1,INFORMAL,PAUSED,76,0,3
6796,7,26.5607,M,3,2,local,STIPreEmigrating,0,167,44,0,1,INFORMAL,PAUSED,77,3,0
6796,7,26.5607,M,2,0,N/A,STIPostImmigrating,0,167,44,0,1,INFORMAL,NORMAL,77,2,2
6802,69,33.8594,M,4,3,local,STIPreEmigrating,0,173,26,0,1,INFORMAL,PAUSED,85,4,4
6802,69,33.8594,M,3,0,N/A,STIPostImmigrating,0,173,26,0,1,INFORMAL,PAUSED,85,3,4
6805,85,16.8,F,4,3,local,STIPreEmigrating,0,173,26,0,1,INFORMAL,PAUSED,69,0,4
6805,85,16.8,F,3,0,N/A,STIPostImmigrating,0,173,26,0,1,INFORMAL,NORMAL,69,3,3
6806,39,48.8126,M,2,4,local,STIPreEmigrating,0,180,1,0,0,INFORMAL,PAUSED,58,2,0
6806,39,48.8126,M,4,0,N/A,STIPostImmigrating,0,180,1,0,1,INFORMAL,PAUSED,58,4,0
6808,70,17.9014,F,3,1,local,STIPreEmigrating,0,175,14,0,1,INFORMAL,PAUSED,76,0,3
6808,70,17.9014,F,1,0,N/A,STIPostImmigrating,0,175,14,0,1,INFORMAL,PAUSED,76,0,1
6809,29,49.1381,M,4,1,local,STIPreEmigrating,0,171,40,0,1,INFORMAL,PAUSED,27,4,0
6809,29,49.1381,M,1,0,N/A,STIPostImmigrating,0,171,40,0,1,INFORMAL,PAUSED,27,1,0
6810,39,48.8235,M,4,2,local,STIPreEmigrating,0,180,1,0,1,INFORMAL,PAUSED,58,4,0
6810,39,48.8235,M,2,0,N/A,STIPostImmigrating,0,180,1,0,1,INFORMAL,PAUSED,58,2,0
6811,38,22.4669,F,1,2,local,STIPreEmigrating,0,139,218,0,1,INFORMAL,PAUSED,62,1,1
6811,58,46.3942,F,1,4,local,STIPreEmigrating,0,180,1,0,1,INFORMAL,PAUSED,39,0,1
6811,58,46.3942,F,4,0,N/A,STIPostImmigrating,0,180,1,0,1,INFORMAL,PAUSED,39,0,4
6811,38,22.4669,F,2,0,N/A,STIPostImmigrating,0,139,218,0,1,INFORMAL,PAUSED,62,1,2
6813,29,49.149,M,1,4,local,STIPreEmigrating,0,171,40,0,1,INFORMAL,PAUSED,27,1,0
6813,29,49.149,M,4,0,N/A,STIPostImmigrating,0,171,40,0,1,INFORMAL,PAUSED,27,4,0
6815,68,51.783,M,1,3,local,STIPreEmigrating,0,176,16,0,1,INFORMAL,PAUSED,31,1,1
6815,68,51.783,M,3,0,N/A,STIPostImmigrating,0,176,16,0,1,INFORMAL,PAUSED,31,3,1
6817,32,31.6027,F,1,3,local,STIPreEmigrating,0,174,22,0,1,INFORMAL,PAUSED,41,0,1
6817,32,31.6027,F,3,0,N/A,STIPostImmigrating,0,174,22,0,1,INFORMAL,PAUSED,41,0,3
6821,59,37.5833,M,3,2,local,STIPreEmigrating,0,156,109,0,1,INFORMAL,PAUSED,60,3,0
6821,59,37.5833,M,2,0,N/A,STIPostImmigrating,0,156,109,0,1,INFORMAL,NORMAL,60,2,2
6823,29,49.1764,M,4,1,local,STIPreEmigrating,0,171,40,0,1,INFORMAL,PAUSED,27,4,0
6823,35,78.4067,F,2,1,local,STIPreEmigrating,0,164,15,0,1,INFORMAL,PAUSED,22,0,2
6823,35,78.4067,F,1,0,N/A,STIPostImmigrating,0,164,15,0,1,INFORMAL,PAUSED,22,0,1
6823,29,49.1764,M,1,0,N/A,STIPostImmigrating,0,171,40,0,1,INFORMAL,PAUSED,27,1,0
