Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
616,177,38.5343,F,1,0,N/A,STIPostImmigrating,0,32,51,0,1,MARITAL,PAUSED,281,4,1
616,197,31.6912,F,1,0,N/A,STIPostImmigrating,0,18,23,0,1,MARITAL,PAUSED,113,0,1
618,133,25.7374,M,4,1,local,STIPreEmigrating,0,77,50,0,1,INFORMAL,PAUSED,129,4,0
618,307,29.0052,M,3,2,local,STIPreEmigrating,0,57,45,0,1,MARITAL,PAUSED,200,3,3
618,255,33.6797,M,2,1,local,STIPreEmigrating,0,51,95,0,1,INFORMAL,PAUSED,155,2,2
618,255,33.6797,M,1,0,N/A,STIPostImmigrating,0,51,95,0,1,INFORMAL,PAUSED,155,1,2
618,307,29.0052,M,2,0,N/A,STIPostImmigrating,0,57,45,0,1,MARITAL,PAUSED,200,2,3
618,133,25.7374,M,1,0,N/A,STIPostImmigrating,0,77,50,0,1,INFORMAL,PAUSED,129,1,0
619,128,26.6509,F,4,3,local,STIPreEmigrating,0,109,7,0,1,TRANSITORY,PAUSED,69,0,4
619,209,49.5928,F,3,4,local,STIPreEmigrating,0,78,90,0,1,MARITAL,PAUSED,191,3,3
619,204,19.0278,M,1,3,local,STIPreEmigrating,0,4,78,0,1,TRANSITORY,PAUSED,208,1,1
619,204,19.0278,M,3,0,N/A,STIPostImmigrating,0,4,78,0,1,TRANSITORY,PAUSED,208,3,1
619,209,49.5928,F,4,0,N/A,STIPostImmigrating,0,78,90,0,1,MARITAL,PAUSED,191,3,4
619,128,26.6509,F,3,0,N/A,STIPostImmigrating,0,109,7,0,0,TRANSITORY,NORMAL,69,3,3
620,256,19.6165,M,3,2,local,STIPreEmigrating,0,73,40,0,1,INFORMAL,PAUSED,221,3,0
620,103,45.0638,M,2,1,local,STIPreEmigrating,0,13,31,0,1,MARITAL,PAUSED,291,2,2
620,237,28.3335,M,1,4,local,STIPreEmigrating,0,85,50,0,1,INFORMAL,PAUSED,90,1,0
620,237,28.3335,M,4,0,N/A,STIPostImmigrating,0,85,50,0,1,INFORMAL,PAUSED,90,4,0
620,103,45.0638,M,1,0,N/A,STIPostImmigrating,0,13,31,0,1,MARITAL,PAUSED,291,1,2
620,256,19.6165,M,2,0,N/A,STIPostImmigrating,0,73,40,0,1,INFORMAL,NORMAL,221,2,2
621,191,58.4051,M,3,2,local,STIPreEmigrating,0,78,90,0,1,MARITAL,PAUSED,209,3,0
621,222,20.2736,M,2,1,local,STIPreEmigrating,0,94,44,0,1,TRANSITORY,PAUSED,50,2,2
621,123,33.0146,F,2,4,local,STIPreEmigrating,0,8,39,0,1,MARITAL,PAUSED,235,2,2
621,123,33.0146,F,4,0,N/A,STIPostImmigrating,0,8,39,0,1,MARITAL,PAUSED,235,2,4
621,222,20.2736,M,1,0,N/A,STIPostImmigrating,0,94,44,0,1,TRANSITORY,PAUSED,50,1,2
621,191,58.4051,M,2,0,N/A,STIPostImmigrating,0,78,90,0,1,MARITAL,PAUSED,209,2,0
622,290,48.8399,F,4,1,local,STIPreEmigrating,0,81,52,0,1,MARITAL,PAUSED,116,4,4
622,206,39.3061,M,3,1,local,STIPreEmigrating,0,46,49,0,1,MARITAL,PAUSED,142,3,0
622,206,39.3061,M,1,0,N/A,STIPostImmigrating,0,46,49,0,1,MARITAL,NORMAL,142,1,1
622,290,48.8399,F,1,0,N/A,STIPostImmigrating,0,81,52,0,1,MARITAL,PAUSED,116,4,1
623,316,24.4886,M,3,1,local,STIPreEmigrating,0,98,3,0,1,TRANSITORY,PAUSED,27,3,0
623,66,64.7279,M,3,1,local,STIPreEmigrating,0,59,32,0,1,MARITAL,PAUSED,173,3,0
623,66,64.7279,M,1,0,N/A,STIPostImmigrating,0,59,32,0,1,MARITAL,PAUSED,173,1,0
623,316,24.4886,M,1,0,N/A,STIPostImmigrating,0,98,3,0,0,TRANSITORY,NORMAL,27,1,1
624,9,22.281,F,4,1,local,STIPreEmigrating,0,1,112,0,1,INFORMAL,PAUSED,161,4,4
